date,timestamp,display_location,location_name,station_name,monitoring_point_id,station_code,city,district,province,country,latitude,longitude,pH,DO,BOD,COD,SS,TN,TP,temperature,EC,Turbidity,Chlorophyll_a,Fecal_Coliform,E_coli,Alkalinity,Hardness,Ammonia_N,Nitrate_N,Phosphate_P,the_geom,OBJECTID,MGTNO,IVSTG_GB,IVSTG_SPOT,IVSTG_DT,RGD_DT,MODI_DT,OPERT_MTH,USE_YN,region,source,x,y
2026-06-26,2026-06-26 10:46:31,"Nonsan 48, Chungcheongnam-do, South Korea","Nonsan 48, Chungcheongnam-do, South Korea",Nonsan 48,W-5,HG2012B004,Nonsan,,Chungcheongnam-do,South Korea,36.19506809221453,127.0860896478522,7.15,7.2,2.0,2.7,14.0,2.05,0.14,17.9,204.0,1.8,4.0,31.0,18.0,57.8,66.4,0.49,1.26,0.12,,3277,HG2012B004,IV05,W-5,,,,GE01,Y,"Nonsan 48, Chungcheongnam-do, South Korea",Korean Water Quality API,962787.2326,1799849.0663
2026-06-26,2026-06-26 10:46:31,"Osan 91, Gyeonggi-do, South Korea","Osan 91, Gyeonggi-do, South Korea",Osan 91,W-6,HG2012B004,Osan,,Gyeonggi-do,South Korea,37.100298000172316,127.09207900030461,6.95,7.6,2.3,4.3,14.0,2.05,0.18,16.5,206.0,2.4,4.4,13.0,14.0,57.8,64.0,0.49,1.44,0.16,,3053,HG2012B004,IV05,W-6,,,,GE02,Y,"Osan 91, Gyeonggi-do, South Korea",Korean Water Quality API,963752.4381,1900261.6633
2026-06-26,2026-06-26 10:46:31,"Nonsan 49, Chungcheongnam-do, South Korea","Nonsan 49, Chungcheongnam-do, South Korea",Nonsan 49,W-7,HG2012B004,Nonsan,,Chungcheongnam-do,South Korea,36.19950941780985,127.0363925302737,7.1,8.2,1.7,3.1,9.0,1.9,0.18,18.6,212.0,3.3,3.6,22.0,20.0,50.8,67.6,0.41,1.08,0.16,,2936,HG2012B004,IV05,W-7,,,,GE01,Y,"Nonsan 49, Chungcheongnam-do, South Korea",Korean Water Quality API,958321.5203,1800361.9013
2026-06-26,2026-06-26 10:46:31,"Osan 92, Gyeonggi-do, South Korea","Osan 92, Gyeonggi-do, South Korea",Osan 92,W-8,HG2012B004,Osan,,Gyeonggi-do,South Korea,37.095320000171974,127.02550000045485,7.1,8.4,1.7,2.3,13.0,1.9,0.1,17.2,202.0,3.6,3.6,28.0,16.0,56.4,65.2,0.41,1.08,0.08,,2856,HG2012B004,IV05,W-8,,,,GE02,Y,"Osan 92, Gyeonggi-do, South Korea",Korean Water Quality API,957833.4836,1899736.905
2026-06-26,2026-06-26 10:46:33,"Hwaseong-si 32, Gyeonggi-do, South Korea","Hwaseong-si 32, Gyeonggi-do, South Korea",Hwaseong-si 32,W-2,HG2012E002,Hwaseong-si,,Gyeonggi-do,South Korea,37.235132931351856,126.85895516556266,7.1,7.6,1.7,3.9,7.0,1.6,0.14,17.9,192.0,2.4,3.6,25.0,18.0,48.0,66.4,0.25,1.08,0.12,,4516,HG2012E002,IV05,W-2,,,,GE04,Y,"Hwaseong-si 32, Gyeonggi-do, South Korea",Korean Water Quality API,943138.1444,1915334.4092
2026-06-26,2026-06-26 10:46:32,"Hwaseong-si 33, Gyeonggi-do, South Korea","Hwaseong-si 33, Gyeonggi-do, South Korea",Hwaseong-si 33,W-3,HG2012E002,Hwaseong-si,,Gyeonggi-do,South Korea,37.235057332580105,126.89948959002987,7.25,7.4,2.6,4.3,12.0,1.75,0.18,14.4,218.0,2.1,4.8,31.0,8.0,55.0,60.4,0.33,1.62,0.16,,4049,HG2012E002,IV05,W-3,,,,GE04,Y,"Hwaseong-si 33, Gyeonggi-do, South Korea",Korean Water Quality API,946733.606,1915302.4496
2026-06-26,2026-06-26 10:46:32,"Suwon-si 50, Gyeonggi-do, South Korea","Suwon-si 50, Gyeonggi-do, South Korea",Suwon-si 50,W-4,HG2012E002,Suwon-si,,Gyeonggi-do,South Korea,37.23870133344312,126.9226111284602,7.05,8.0,1.4,2.7,8.0,1.75,0.14,17.9,210.0,3.0,3.2,19.0,18.0,49.4,66.4,0.33,0.9,0.12,,3655,HG2012E002,IV05,W-4,,,,GE04,Y,"Suwon-si 50, Gyeonggi-do, South Korea",Korean Water Quality API,948787.014,1915693.9554
2026-06-26,2026-06-26 10:46:31,"Suwon-si 51, Gyeonggi-do, South Korea","Suwon-si 51, Gyeonggi-do, South Korea",Suwon-si 51,W-5,HG2012E002,Suwon-si,,Gyeonggi-do,South Korea,37.24270935929627,126.93230966802086,6.85,7.4,1.7,2.7,8.0,1.75,0.14,13.7,192.0,2.1,3.6,13.0,6.0,49.4,59.2,0.33,1.08,0.12,,3361,HG2012E002,IV05,W-5,,,,GE04,Y,"Suwon-si 51, Gyeonggi-do, South Korea",Korean Water Quality API,949649.9247,1916133.4007
2026-06-26,2026-06-26 10:46:33,"Hwado 1, Gyeonggi-do, South Korea","Hwado 1, Gyeonggi-do, South Korea",Hwado 1,W-2,HG2012E003,Hwado,,Gyeonggi-do,South Korea,37.65416646641717,127.33085646251249,6.95,8.4,2.3,2.7,12.0,1.75,0.14,15.8,216.0,3.6,4.4,16.0,12.0,55.0,62.8,0.33,1.44,0.12,,4513,HG2012E003,IV05,W-2,,,,GE04,Y,"Hwado 1, Gyeonggi-do, South Korea",Korean Water Quality API,985080.1764,1961643.6342
2026-06-26,2026-06-26 10:46:32,"Hwado 2, Gyeonggi-do, South Korea","Hwado 2, Gyeonggi-do, South Korea",Hwado 2,W-3,HG2012E003,Hwado,,Gyeonggi-do,South Korea,37.65764966573363,127.336332878808,7.1,8.2,1.7,3.1,9.0,1.9,0.18,18.6,212.0,3.3,3.6,22.0,20.0,50.8,67.6,0.41,1.08,0.16,,4046,HG2012E003,IV05,W-3,,,,GE04,Y,"Hwado 2, Gyeonggi-do, South Korea",Korean Water Quality API,985563.9152,1962029.2231
2026-06-26,2026-06-26 10:46:32,"Hwado 3, Gyeonggi-do, South Korea","Hwado 3, Gyeonggi-do, South Korea",Hwado 3,W-4,HG2012E003,Hwado,,Gyeonggi-do,South Korea,37.65803639507326,127.341895860986,6.9,7.4,2.0,3.9,13.0,1.9,0.14,15.8,204.0,2.1,4.0,10.0,12.0,56.4,62.8,0.41,1.26,0.12,,3652,HG2012E003,IV05,W-4,,,,GE04,Y,"Hwado 3, Gyeonggi-do, South Korea",Korean Water Quality API,986054.6648,1962071.2873
2026-06-26,2026-06-26 10:46:31,"Hwado 4, Gyeonggi-do, South Korea","Hwado 4, Gyeonggi-do, South Korea",Hwado 4,W-5,HG2012E003,Hwado,,Gyeonggi-do,South Korea,37.65741150958284,127.34722252216078,7.25,7.4,2.6,4.3,12.0,1.75,0.18,14.4,218.0,2.1,4.8,31.0,8.0,55.0,60.4,0.33,1.62,0.16,,3359,HG2012E003,IV05,W-5,,,,GE04,Y,"Hwado 4, Gyeonggi-do, South Korea",Korean Water Quality API,986524.3822,1962001.1802
2026-06-26,2026-06-26 10:46:31,"Hwado 5, Gyeonggi-do, South Korea","Hwado 5, Gyeonggi-do, South Korea",Hwado 5,W-6,HG2012E003,Hwado,,Gyeonggi-do,South Korea,37.65912708777158,127.35469054619718,6.9,8.2,2.0,2.3,11.0,1.6,0.1,15.1,214.0,3.3,4.0,13.0,10.0,53.6,61.6,0.25,1.26,0.08,,3132,HG2012E003,IV05,W-6,,,,GE04,Y,"Hwado 5, Gyeonggi-do, South Korea",Korean Water Quality API,987183.3887,1962190.4694
2026-06-26,2026-06-26 10:46:31,"Su-dong 1, Gyeonggi-do, South Korea","Su-dong 1, Gyeonggi-do, South Korea",Su-dong 1,W-7,HG2012E003,Su-dong,,Gyeonggi-do,South Korea,37.65952395352682,127.36987138873017,7.1,7.6,1.7,3.9,7.0,1.6,0.14,17.9,192.0,2.4,3.6,25.0,18.0,48.0,66.4,0.25,1.08,0.12,,2986,HG2012E003,IV05,W-7,,,,GE04,Y,"Su-dong 1, Gyeonggi-do, South Korea",Korean Water Quality API,988522.4339,1962232.5336
2026-06-26,2026-06-26 10:46:31,"Su-dong 2, Gyeonggi-do, South Korea","Su-dong 2, Gyeonggi-do, South Korea",Su-dong 2,W-8,HG2012E003,Su-dong,,Gyeonggi-do,South Korea,37.66692195768723,127.37423057716234,7.25,7.4,2.6,4.3,12.0,1.75,0.18,14.4,218.0,2.1,4.8,31.0,8.0,55.0,60.4,0.33,1.62,0.16,,2879,HG2012E003,IV05,W-8,,,,GE04,Y,"Su-dong 2, Gyeonggi-do, South Korea",Korean Water Quality API,988908.0228,1963052.7864
2026-06-26,2026-06-26 10:46:33,"Cheongpyeong 3, Gyeonggi-do, South Korea","Cheongpyeong 3, Gyeonggi-do, South Korea",Cheongpyeong 3,W-2,HG2012E004,Cheongpyeong,,Gyeonggi-do,South Korea,37.76275226068038,127.4417814225573,7.05,8.0,1.4,2.7,8.0,1.75,0.14,17.9,210.0,3.0,3.2,19.0,18.0,49.4,66.4,0.33,0.9,0.12,,4795,HG2012E004,IV05,W-2,,,,GE04,Y,"Cheongpyeong 3, Gyeonggi-do, South Korea",Korean Water Quality API,994872.1411,1973678.9977
2026-06-26,2026-06-26 10:46:33,"Cheongpyeong 1, Gyeonggi-do, South Korea","Cheongpyeong 1, Gyeonggi-do, South Korea",Cheongpyeong 1,W-3,HG2012E004,Cheongpyeong,,Gyeonggi-do,South Korea,37.77299489623078,127.45638861416214,7.1,8.4,1.7,2.3,13.0,1.9,0.1,17.2,202.0,3.6,3.6,28.0,16.0,56.4,65.2,0.41,1.08,0.08,,4296,HG2012E004,IV05,W-3,,,,GE04,Y,"Cheongpyeong 1, Gyeonggi-do, South Korea",Korean Water Quality API,996159.264,1974814.6944
2026-06-26,2026-06-26 09:09:35,"Cheongpyeong 1, Gyeonggi-do, South Korea","Cheongpyeong 1, Gyeonggi-do, South Korea",Cheongpyeong 1,W-4,HG2012E004,Cheongpyeong,South Korea - W-4,Gyeonggi-do,South Korea,37.78073190667885,127.46512545635233,7.2,7.4,2.3,3.1,7.0,1.6,0.18,18.6,206.0,2.1,4.4,34.0,20.0,48.0,67.6,0.25,1.44,0.16,,3848,HG2012E004,IV05,W-4,,,,GE04,Y,"Cheongpyeong 1, Gyeonggi-do, South Korea",Korean Water Quality API,996929.014,1975672.7764
2026-06-26,2026-06-26 10:46:32,"Cheongpyeong 1, Gyeonggi-do, South Korea","Cheongpyeong 1, Gyeonggi-do, South Korea",Cheongpyeong 1,W-4,HG2012E004,Cheongpyeong,,Gyeonggi-do,South Korea,37.78073190667885,127.46512545635231,7.2,7.4,2.3,3.1,7.0,1.6,0.18,18.6,206.0,2.1,4.4,34.0,20.0,48.0,67.6,0.25,1.44,0.16,,3848,HG2012E004,IV05,W-4,,,,GE04,Y,"Cheongpyeong 1, Gyeonggi-do, South Korea",Korean Water Quality API,996929.014,1975672.7764
2026-06-26,2026-06-26 10:46:32,"Gapyeong 1, Gyeonggi-do, South Korea","Gapyeong 1, Gyeonggi-do, South Korea",Gapyeong 1,W-5,HG2012E004,Gapyeong,,Gyeonggi-do,South Korea,37.79859246034823,127.48289071721105,6.85,8.0,1.7,4.3,10.0,2.05,0.18,14.4,212.0,3.0,3.6,10.0,8.0,52.2,60.4,0.49,1.08,0.16,,3491,HG2012E004,IV05,W-5,,,,GE04,Y,"Gapyeong 1, Gyeonggi-do, South Korea",Korean Water Quality API,998493.7517,1977653.9362
2026-06-26,2026-06-26 10:46:31,"Gapyeong 1, Gyeonggi-do, South Korea","Gapyeong 1, Gyeonggi-do, South Korea",Gapyeong 1,W-6,HG2012E004,Gapyeong,,Gyeonggi-do,South Korea,37.80575903709757,127.49650729304021,6.85,7.2,1.7,3.5,12.0,1.75,0.1,15.1,202.0,1.8,3.6,40.0,10.0,55.0,61.6,0.33,1.08,0.08,,3231,HG2012E004,IV05,W-6,,,,GE04,Y,"Gapyeong 1, Gyeonggi-do, South Korea",Korean Water Quality API,999692.5426,1978448.9239
2026-06-26,2026-06-26 10:46:31,"Gapyeong 1, Gyeonggi-do, South Korea","Gapyeong 1, Gyeonggi-do, South Korea",Gapyeong 1,W-7,HG2012E004,Gapyeong,,Gyeonggi-do,South Korea,37.81588120491981,127.50969679710268,7.15,7.8,2.0,4.3,8.0,1.75,0.18,18.6,194.0,2.7,4.0,28.0,20.0,49.4,67.6,0.33,1.26,0.16,,3047,HG2012E004,IV05,W-7,,,,GE04,Y,"Gapyeong 1, Gyeonggi-do, South Korea",Korean Water Quality API,1000853.477,1979572.0018
2026-06-26,2026-06-26 09:09:33,"Gapyeong 1, Gyeonggi-do, South Korea","Gapyeong 1, Gyeonggi-do, South Korea",Gapyeong 1,W-8,HG2012E004,Gapyeong,South Korea - W-8,Gyeonggi-do,South Korea,37.8213388974616,127.52188480438484,7.05,8.2,1.4,4.3,12.0,1.75,0.18,16.5,200.0,3.3,3.2,25.0,14.0,55.0,64.0,0.33,0.9,0.16,,2915,HG2012E004,IV05,W-8,,,,GE04,Y,"Gapyeong 1, Gyeonggi-do, South Korea",Korean Water Quality API,1001926.0795,1980177.7067
2026-06-26,2026-06-26 10:46:31,"Gapyeong 1, Gyeonggi-do, South Korea","Gapyeong 1, Gyeonggi-do, South Korea",Gapyeong 1,W-8,HG2012E004,Gapyeong,,Gyeonggi-do,South Korea,37.821338897461594,127.52188480438485,7.05,8.2,1.4,4.3,12.0,1.75,0.18,16.5,200.0,3.3,3.2,25.0,14.0,55.0,64.0,0.33,0.9,0.16,,2915,HG2012E004,IV05,W-8,,,,GE04,Y,"Gapyeong 1, Gyeonggi-do, South Korea",Korean Water Quality API,1001926.0795,1980177.7067
2026-06-26,2026-06-26 10:46:33,"Kwangju 10, Gyeonggi-do, South Korea","Kwangju 10, Gyeonggi-do, South Korea",Kwangju 10,W-2,HG2012E007,Kwangju,,Gyeonggi-do,South Korea,37.42876199967558,127.24011999960166,6.9,7.6,2.0,3.1,9.0,1.9,0.18,14.4,194.0,2.4,4.0,16.0,8.0,50.8,60.4,0.41,1.26,0.16,,4382,HG2012E007,IV05,W-2,,,,GE02,Y,"Kwangju 10, Gyeonggi-do, South Korea",Korean Water Quality API,977007.3619,1936654.7299
2026-06-26,2026-06-26 10:46:33,"Kwangju 11, Gyeonggi-do, South Korea","Kwangju 11, Gyeonggi-do, South Korea",Kwangju 11,W-2,HG2012E008,Kwangju,,Gyeonggi-do,South Korea,37.430389852935505,127.23889728736715,7.2,8.0,2.3,2.3,9.0,1.9,0.1,13.0,196.0,3.0,4.4,31.0,4.0,50.8,58.0,0.41,1.44,0.08,,4518,HG2012E008,IV05,W-2,,,,GE04,Y,"Kwangju 11, Gyeonggi-do, South Korea",Korean Water Quality API,976899.6836,1936835.6255
2026-06-26,2026-06-26 10:46:34,"Songgang-dong 31, Daejeon, South Korea","Songgang-dong 31, Daejeon, South Korea",Songgang-dong 31,W-10,HG2012I002,Songgang-dong,,Daejeon,South Korea,36.527316780109274,127.30127375785976,7.25,7.4,2.6,4.3,12.0,1.75,0.18,14.4,218.0,2.1,4.8,31.0,8.0,55.0,60.4,0.33,1.62,0.16,,4919,HG2012I002,IV06,W-10,,,,GE01,Y,"Songgang-dong 31, Daejeon, South Korea",Korean Water Quality API,982209.2618,1836641.5175
2026-06-26,2026-06-26 10:46:34,"Songgang-dong 32, Daejeon, South Korea","Songgang-dong 32, Daejeon, South Korea",Songgang-dong 32,W-11,HG2012I002,Songgang-dong,,Daejeon,South Korea,36.530092284817236,127.30483534088015,7.0,7.8,2.6,2.3,7.0,1.6,0.1,17.2,208.0,2.7,4.8,16.0,16.0,48.0,65.2,0.25,1.62,0.08,,4884,HG2012I002,IV06,W-11,,,,GE01,Y,"Songgang-dong 32, Daejeon, South Korea",Korean Water Quality API,982528.733,1836948.737
2026-06-26,2026-06-26 10:46:34,"Songgang-dong 33, Daejeon, South Korea","Songgang-dong 33, Daejeon, South Korea",Songgang-dong 33,W-12,HG2012I002,Songgang-dong,,Daejeon,South Korea,36.54648537133725,127.29358604850101,6.85,7.4,1.7,2.7,8.0,1.75,0.14,13.7,192.0,2.1,3.6,13.0,6.0,49.4,59.2,0.33,1.08,0.12,,4861,HG2012I002,IV06,W-12,,,,GE01,Y,"Songgang-dong 33, Daejeon, South Korea",Korean Water Quality API,981525.588,1838769.2381
2026-06-26,2026-06-26 10:46:33,"Kwangju 12, Gyeonggi-do, South Korea","Kwangju 12, Gyeonggi-do, South Korea",Kwangju 12,W-13,HG2012I002,Kwangju,,Gyeonggi-do,South Korea,37.471488000090076,127.29335400044798,6.95,8.4,2.3,2.7,12.0,1.75,0.14,15.8,216.0,3.6,4.4,16.0,12.0,55.0,62.8,0.33,1.44,0.12,,4843,HG2012I002,IV06,W-13,,,,GE02,Y,"Kwangju 12, Gyeonggi-do, South Korea",Korean Water Quality API,981727.5916,1941383.1793
2026-06-26,2026-06-26 10:46:33,"Gongju 38, Chungcheongnam-do, South Korea","Gongju 38, Chungcheongnam-do, South Korea",Gongju 38,W-14,HG2012I002,Gongju,,Chungcheongnam-do,South Korea,36.47036093480453,127.22963380786643,7.0,8.0,2.6,3.9,11.0,1.6,0.14,15.8,198.0,3.0,4.8,22.0,12.0,53.6,62.8,0.25,1.62,0.12,,4834,HG2012I002,IV06,W-14,,,,GE01,Y,"Gongju 38, Chungcheongnam-do, South Korea",Korean Water Quality API,975778.0329,1830339.3598
2026-06-26,2026-06-26 10:46:33,"Songgang-dong 34, Daejeon, South Korea","Songgang-dong 34, Daejeon, South Korea",Songgang-dong 34,W-18,HG2012I002,Songgang-dong,,Daejeon,South Korea,36.5231489677928,127.29221386262675,7.15,7.2,2.0,2.7,14.0,2.05,0.14,17.9,204.0,1.8,4.0,31.0,18.0,57.8,66.4,0.49,1.26,0.12,,4807,HG2012I002,IV06,W-18,,,,GE01,Y,"Songgang-dong 34, Daejeon, South Korea",Korean Water Quality API,981397.1862,1836180.9172
2026-06-26,2026-06-26 10:46:33,"Songgang-dong 35, Daejeon, South Korea","Songgang-dong 35, Daejeon, South Korea",Songgang-dong 35,W-19,HG2012I002,Songgang-dong,,Daejeon,South Korea,36.52481361897036,127.30402189022114,6.8,7.2,1.4,2.3,7.0,1.6,0.1,13.0,190.0,1.8,3.2,10.0,4.0,48.0,58.0,0.25,0.9,0.08,,4800,HG2012I002,IV06,W-19,,,,GE01,Y,"Songgang-dong 35, Daejeon, South Korea",Korean Water Quality API,982454.7202,1836363.351
2026-06-26,2026-06-26 10:46:33,"Songgang-dong 36, Daejeon, South Korea","Songgang-dong 36, Daejeon, South Korea",Songgang-dong 36,W-20,HG2012I002,Songgang-dong,,Daejeon,South Korea,36.5412059836765,127.29304120450308,6.85,7.2,1.7,3.5,12.0,1.75,0.1,15.1,202.0,1.8,3.6,40.0,10.0,55.0,61.6,0.33,1.08,0.08,,4311,HG2012I002,IV06,W-20,,,,GE01,Y,"Songgang-dong 36, Daejeon, South Korea",Korean Water Quality API,981475.5639,1838183.7271
2026-06-26,2026-06-26 10:46:33,"Songgang-dong 37, Daejeon, South Korea","Songgang-dong 37, Daejeon, South Korea",Songgang-dong 37,W-21,HG2012I002,Songgang-dong,,Daejeon,South Korea,36.57148548472599,127.29989231149752,7.25,8.2,2.6,2.7,10.0,2.05,0.14,13.7,198.0,3.3,4.8,34.0,6.0,52.2,59.2,0.49,1.62,0.12,,4309,HG2012I002,IV06,W-21,,,,GE01,Y,"Songgang-dong 37, Daejeon, South Korea",Korean Water Quality API,982095.7794,1841541.1885
2026-06-26,2026-06-26 10:46:33,"Songgang-dong 38, Daejeon, South Korea","Songgang-dong 38, Daejeon, South Korea",Songgang-dong 38,W-22,HG2012I002,Songgang-dong,,Daejeon,South Korea,36.579544776071785,127.2913871385211,7.1,7.6,1.7,3.9,7.0,1.6,0.14,17.9,192.0,2.4,3.6,25.0,18.0,48.0,66.4,0.25,1.08,0.12,,4306,HG2012I002,IV06,W-22,,,,GE01,Y,"Songgang-dong 38, Daejeon, South Korea",Korean Water Quality API,981336.7353,1842436.7869
2026-06-26,2026-06-26 10:46:33,"Kwangju 13, Gyeonggi-do, South Korea","Kwangju 13, Gyeonggi-do, South Korea",Kwangju 13,W-2,HG2012I002,Kwangju,,Gyeonggi-do,South Korea,37.35918599981861,127.23943299967729,7.25,8.2,2.6,2.7,10.0,2.05,0.14,13.7,198.0,3.3,4.8,34.0,6.0,52.2,59.2,0.49,1.62,0.12,,4339,HG2012I002,IV06,W-2,,,,GE02,Y,"Kwangju 13, Gyeonggi-do, South Korea",Korean Water Quality API,976925.262,1928936.0701
2026-06-26,2026-06-26 10:46:32,"Gongju 39, Chungcheongnam-do, South Korea","Gongju 39, Chungcheongnam-do, South Korea",Gongju 39,W-3,HG2012I002,Gongju,,Chungcheongnam-do,South Korea,36.47258979322048,127.23731699300097,6.85,8.0,1.7,4.3,10.0,2.05,0.18,14.4,212.0,3.0,3.6,10.0,8.0,52.2,60.4,0.49,1.08,0.16,,3971,HG2012I002,IV06,W-3,,,,GE01,Y,"Gongju 39, Chungcheongnam-do, South Korea",Korean Water Quality API,976467.0407,1830584.6898
2026-06-26,2026-06-26 10:46:32,"Kwangju 14, Gyeonggi-do, South Korea","Kwangju 14, Gyeonggi-do, South Korea",Kwangju 14,W-4,HG2012I002,Kwangju,,Gyeonggi-do,South Korea,37.380106999742985,127.24618900045151,7.2,7.2,2.3,3.9,11.0,1.6,0.14,13.7,216.0,1.8,4.4,28.0,6.0,53.6,59.2,0.25,1.44,0.12,,3508,HG2012I002,IV06,W-4,,,,GE02,Y,"Kwangju 14, Gyeonggi-do, South Korea",Korean Water Quality API,977529.7871,1931255.4262
2026-06-26,2026-06-26 10:46:31,"Gongju 40, Chungcheongnam-do, South Korea","Gongju 40, Chungcheongnam-do, South Korea",Gongju 40,W-5,HG2012I002,Gongju,,Chungcheongnam-do,South Korea,36.48619915755089,127.24088499762664,6.95,7.8,2.3,3.5,10.0,2.05,0.1,15.1,196.0,2.7,4.4,19.0,10.0,52.2,61.6,0.49,1.44,0.08,,3303,HG2012I002,IV06,W-5,,,,GE01,Y,"Gongju 40, Chungcheongnam-do, South Korea",Korean Water Quality API,976790.7468,1832093.4278
2026-06-26,2026-06-26 10:46:31,"Kwangju 15, Gyeonggi-do, South Korea","Kwangju 15, Gyeonggi-do, South Korea",Kwangju 15,W-7,HG2012I002,Kwangju,,Gyeonggi-do,South Korea,37.40621600012696,127.26269000047576,7.25,7.6,2.6,3.5,8.0,1.75,0.1,13.0,208.0,2.4,4.8,37.0,4.0,49.4,58.0,0.33,1.62,0.08,,2919,HG2012I002,IV06,W-7,,,,GE02,Y,"Kwangju 15, Gyeonggi-do, South Korea",Korean Water Quality API,978997.9297,1934148.1807
2026-06-26,2026-06-26 10:46:34,"Icheon-si 1, Gyeonggi-do, South Korea","Icheon-si 1, Gyeonggi-do, South Korea",Icheon-si 1,W-1,HG2012I006,Icheon-si,,Gyeonggi-do,South Korea,37.106016000297906,127.45258900013562,7.0,8.0,2.6,3.9,11.0,1.6,0.14,15.8,198.0,3.0,4.8,22.0,12.0,53.6,62.8,0.25,1.62,0.12,,4984,HG2012I006,IV05,W-1,,,,GE03,Y,"Icheon-si 1, Gyeonggi-do, South Korea",Korean Water Quality API,995787.4195,1900819.2069
2026-06-26,2026-06-26 10:46:32,"Icheon-si 2, Gyeonggi-do, South Korea","Icheon-si 2, Gyeonggi-do, South Korea",Icheon-si 2,W-4,HG2012I006,Icheon-si,,Gyeonggi-do,South Korea,37.1019900004263,127.5027299994794,6.8,7.8,1.4,3.9,9.0,1.9,0.14,13.7,210.0,2.7,3.2,40.0,6.0,50.8,59.2,0.41,0.9,0.12,,3550,HG2012I006,IV05,W-4,,,,GE02,Y,"Icheon-si 2, Gyeonggi-do, South Korea",Korean Water Quality API,1000242.5798,1900371.5338
2026-06-26,2026-06-26 10:46:31,"Icheon-si 3, Gyeonggi-do, South Korea","Icheon-si 3, Gyeonggi-do, South Korea",Icheon-si 3,W-9,HG2012I006,Icheon-si,,Gyeonggi-do,South Korea,37.089088000399244,127.4836779999398,7.1,7.6,1.7,3.9,7.0,1.6,0.14,17.9,192.0,2.4,3.6,25.0,18.0,48.0,66.4,0.25,1.08,0.12,,2776,HG2012I006,IV05,W-9,,,,GE03,Y,"Icheon-si 3, Gyeonggi-do, South Korea",Korean Water Quality API,998549.4287,1898940.371
2026-06-26,2026-06-26 10:46:32,"Goyang-si 22, Gyeonggi-do, South Korea","Goyang-si 22, Gyeonggi-do, South Korea",Goyang-si 22,W-4,HG2013A001,Goyang-si,,Gyeonggi-do,South Korea,37.62669699992907,126.74341000033893,7.05,8.0,1.4,2.7,8.0,1.75,0.14,17.9,210.0,3.0,3.2,19.0,18.0,49.4,66.4,0.33,0.9,0.12,,3505,HG2013A001,IV05,W-4,,,,GE02,Y,"Goyang-si 22, Gyeonggi-do, South Korea",Korean Water Quality API,933237.6115,1958851.6954
2026-06-26,2026-06-26 10:46:32,"Yeoju 34, Gyeonggi-do, South Korea","Yeoju 34, Gyeonggi-do, South Korea",Yeoju 34,W - 3,HG2013A004,Yeoju,,Gyeonggi-do,South Korea,37.227709000390135,127.59792600029782,6.85,7.4,1.7,2.7,8.0,1.75,0.14,13.7,192.0,2.1,3.6,13.0,6.0,49.4,59.2,0.33,1.08,0.12,,3901,HG2013A004,IV05,W - 3,,,,GE02,Y,"Yeoju 34, Gyeonggi-do, South Korea",Korean Water Quality API,1008687.0201,1914322.8275
2026-06-26,2026-06-26 10:46:32,"Yeoju 35, Gyeonggi-do, South Korea","Yeoju 35, Gyeonggi-do, South Korea",Yeoju 35,W - 4,HG2013A004,Yeoju,,Gyeonggi-do,South Korea,37.24192500030082,127.63583500047542,6.9,8.2,2.0,2.3,11.0,1.6,0.1,15.1,214.0,3.3,4.0,13.0,10.0,53.6,61.6,0.25,1.26,0.08,,3522,HG2013A004,IV05,W - 4,,,,GE02,Y,"Yeoju 35, Gyeonggi-do, South Korea",Korean Water Quality API,1012047.6684,1915904.0687
2026-06-26,2026-06-26 10:46:32,"Asan 60, Chungcheongnam-do, South Korea","Asan 60, Chungcheongnam-do, South Korea",Asan 60,W - 3,HG2013A006,Asan,,Chungcheongnam-do,South Korea,36.966619999994876,126.91067999946593,6.95,7.8,2.3,3.5,10.0,2.05,0.1,15.1,196.0,2.7,4.4,19.0,10.0,52.2,61.6,0.49,1.44,0.08,,3903,HG2013A006,IV05,W - 3,,,,GE02,Y,"Asan 60, Chungcheongnam-do, South Korea",Korean Water Quality API,947541.4532,1885516.6463
2026-06-26,2026-06-26 10:46:31,"Asan 61, Chungcheongnam-do, South Korea","Asan 61, Chungcheongnam-do, South Korea",Asan 61,W-5,HG2013A006,Asan,,Chungcheongnam-do,South Korea,36.92290000041942,126.96407500021745,6.9,8.2,2.0,2.3,11.0,1.6,0.1,15.1,214.0,3.3,4.0,13.0,10.0,53.6,61.6,0.25,1.26,0.08,,3252,HG2013A006,IV05,W-5,,,,GE01,Y,"Asan 61, Chungcheongnam-do, South Korea",Korean Water Quality API,952267.203,1880638.5628
2026-06-26,2026-06-26 10:46:33,"Asan 62, Chungcheongnam-do, South Korea","Asan 62, Chungcheongnam-do, South Korea",Asan 62,W-2,HG2013A007,Asan,,Chungcheongnam-do,South Korea,36.96194443975448,126.92694439980966,6.85,8.0,1.7,4.3,10.0,2.05,0.18,14.4,212.0,3.0,3.6,10.0,8.0,52.2,60.4,0.49,1.08,0.16,,4361,HG2013A007,IV05,W-2,,,,GE01,Y,"Asan 62, Chungcheongnam-do, South Korea",Korean Water Quality API,948986.1292,1884989.1354
